,10BT2_43,10NBT0_22,10NBT2_90,13BT2_71,13NBT0_112,13NBT2_101,20NBT0_73,20NBT2_123,21BT2_40,21NBT0_35,21NBT2_26,25NBT0_102,25NBT0_32,25NBT2_109,26BT2_127,26NBT0_81,26NBT2_49,28NBT0_120,28NBT2_24,55BT2_96,55NBT0_19,55NBT2_79,5BT2_110,5NBT0_39,5NBT2_66,66BT2_17,66NBT0_129,66NBT2_119,73BT2_21,73NBT0_91,73NBT2_108,74BT2_88,74NBT0_64,74NBT2_42,protein
lcl|c237792_g3_i2|m.23754,0,2.5841,2.6875,0,0,0,0,0,0,0,0,5.1031,0,0,0,2.2855,0,2.7185,0,5.6575,5.7646,5.0853,0,10.2508,2.7986,0,7.5164,5.1298,0,8.0283,2.5666,2.6524,0,5.0467,lcl|c237792_g3_i2|m.23754
lcl|c237832_g1_i6|m.23803,0,0,15.258,26.2507,29.9891,14.3987,69.9288,0,13.9036,0,13.83,28.9726,14.8686,0,0,12.9757,0,30.8679,0,32.1199,0,28.8717,14.1275,29.099,31.7779,15.0864,14.2246,72.8101,27.6274,0,0,15.0586,16.2633,14.3262,lcl|c237832_g1_i6|m.23803
lcl|c237887_g2_i1|m.23860,3.2995,7.3653,3.8299,0,0,0,0,0,6.9799,0,3.4715,0,0,0,0,0,0,0,0,0,0,0,3.5462,0,0,7.5738,3.5705,0,0,0,0,3.7799,0,7.1921,lcl|c237887_g2_i1|m.23860
lcl|c237891_g2_i2|m.23861,2.9003,3.2371,3.3665,2.896,16.542,6.3539,3.0858,6.7025,3.0677,13.1446,3.0515,6.3925,6.5612,0,5.9675,2.863,3.1307,13.6214,17.9608,3.5435,7.2211,3.1851,3.1171,3.2102,3.5057,6.6574,6.277,6.4259,9.1436,3.3523,3.215,0,0,3.161,lcl|c237891_g2_i2|m.23861
lcl|c237894_g6_i1|m.23869,283.471,284.749,361.9464,353.8139,388.0322,807.3284,271.4453,442.187,434.7584,337.2441,372.8083,281.1601,1090.1912,4459.1769,335.3721,419.7368,1070.9739,332.8365,228.211,207.8019,388.1833,342.4429,853.0537,407.8927,376.9132,829.623,322.0937,1177.6248,163.8424,344.0289,864.1482,422.1637,315.649,247.1589,lcl|c237894_g6_i1|m.23869
lcl|c237953_g4_i1|m.23928,0,10.3073,5.3598,13.8318,10.5344,5.0579,4.9128,21.3415,4.884,20.9271,19.4325,15.266,10.4459,0,14.2509,27.3483,19.9372,27.1078,0,0,17.2448,10.1419,19.8505,5.1109,11.1628,21.1979,9.9935,10.2305,4.8524,16.0111,0,15.8691,11.4258,5.0324,lcl|c237953_g4_i1|m.23928
lcl|c237969_g1_i5|m.23942,16.8908,4.713,4.9015,16.8657,0,4.6255,4.4928,4.8792,4.4664,0,8.8856,4.6536,4.7764,0,8.6884,4.1684,9.1164,29.7483,5.23,0,10.5137,4.6374,9.0767,0,5.1042,24.2321,9.1391,23.3898,4.4376,9.7615,4.681,0,0,4.6022,lcl|c237969_g1_i5|m.23942
lcl|c238002_g5_i8|m.23981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9637,53.9665,66.6505,27.9544,57.579,52.3997,0,0,0,9.1112,30.0633,19.2219,0,0,0,lcl|c238002_g5_i8|m.23981
lcl|c211604_g1_i1|m.2470,14.2354,39.7212,33.0479,28.4287,40.5965,46.78,45.4384,16.4488,22.5857,32.2587,29.9549,23.5323,24.1533,0,7.3225,35.1308,15.3664,50.1435,17.6314,52.1773,35.4435,54.7175,15.2996,31.5134,51.6217,65.3526,30.8095,39.4256,29.9196,41.1347,55.2314,8.154,17.6126,38.7872,lcl|c211604_g1_i1|m.2470
lcl|c238048_g5_i2|m.24043,2.7958,3.1205,3.2453,1.3958,1.5946,3.0625,2.9747,1.6153,5.9144,3.1678,2.9415,1.5406,1.5812,0,0,0,1.509,3.2827,3.4628,3.4158,3.4805,0,0,1.5473,1.6897,0,1.5127,1.5486,2.9381,0,4.6489,1.6014,1.7295,3.0471,lcl|c238048_g5_i2|m.24043
lcl|c238052_g1_i4|m.24050,325.1888,434.6436,363.4862,352.7682,375.5279,369.4009,392.9791,417.5001,441.6265,368.4528,333.691,376.0728,508.6085,436.059,491.4936,471.6008,472.3666,395.9606,358.012,362.9709,499.7882,365.9447,487.5718,346.6083,427.0445,350.1837,460.5116,346.9062,354.3926,533.6362,351.5802,331.1402,496.711,284.4077,lcl|c238052_g1_i4|m.24050
lcl|c238085_g2_i5|m.24082,14.6843,8.1947,0,0,16.7506,0,54.6831,0,15.5319,16.638,7.7249,24.2743,24.9149,0,0,28.9908,0,0,45.4682,0,9.1403,16.1265,23.6731,0,8.8749,0,7.9453,0,23.1473,16.9727,24.417,0,9.084,8.002,lcl|c238085_g2_i5|m.24082
lcl|c238115_g2_i1|m.24111,0,0,1.7567,0,0,0,1.6102,0,0,0,0,0,0,0,0,0,0,3.554,0,0,0,0,0,0,0,1.737,0,0,1.5904,1.7493,1.6777,1.7338,0,0,lcl|c238115_g2_i1|m.24111
lcl|c238173_g3_i3|m.24203,25.0121,23.2638,19.3554,37.4627,33.2871,22.8317,44.3538,28.9011,17.6373,33.0631,4.386,64.3177,33.0075,0,30.0205,41.1507,40.499,34.2626,10.3263,30.5591,72.6546,36.6249,44.8032,36.9134,60.4674,81.3356,45.1112,9.2363,26.2849,33.7283,41.59,85.9609,36.1036,18.1734,lcl|c238173_g3_i3|m.24203
lcl|c238175_g2_i3|m.24204,18.0106,30.153,20.906,35.9678,20.545,19.7286,19.1628,31.2164,38.1004,20.4068,9.4747,19.8486,10.1862,0,46.3221,17.7789,19.4415,10.5735,11.1535,0,56.0536,19.7795,9.6785,0,32.6557,31.0064,9.745,0,37.8541,31.226,9.9826,30.9491,77.9919,19.6293,lcl|c238175_g2_i3|m.24204
lcl|c238196_g2_i3|m.24232,15.3288,0,5.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcl|c238196_g2_i3|m.24232
lcl|c238200_g3_i4|m.24238,3.3401,3.7279,7.7541,0,0,3.6587,3.5538,0,3.5329,0,0,0,3.7781,0,3.4362,0,3.6054,0,8.2737,8.1616,0,3.6681,3.5898,3.697,0,7.6669,0,0,10.5301,3.8606,11.1077,7.6527,4.1325,7.2806,lcl|c238200_g3_i4|m.24238
lcl|c238295_g3_i1|m.24347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5643,0,6.5061,0,0,lcl|c238295_g3_i1|m.24347
lcl|c238338_g4_i1|m.24403,0,0,5.2702,0,0,4.9734,0,0,4.8023,0,0,5.0036,0,0,0,0,0,0,0,11.0943,5.6522,0,0,5.0255,0,20.8437,0,5.0298,4.7713,0,5.033,15.6039,0,4.9483,lcl|c238338_g4_i1|m.24403
lcl|c211615_g1_i2|m.2471,111.8599,53.5068,92.7447,175.5195,91.1432,0,68.0092,55.3938,84.5119,72.424,50.4388,70.4432,72.3022,0,131.5185,126.1954,103.4975,56.2885,79.1682,97.6194,179.0418,87.7472,206.0949,53.063,57.9479,146.723,121.0483,0,0,73.8811,106.2856,237.9844,98.8552,156.746,lcl|c211615_g1_i2|m.2471
lcl|c238340_g1_i7|m.24404,0,0,10.8735,9.3537,0,0,0,0,0,0,19.7117,0,10.596,0,9.6371,9.2471,10.1118,0,0,0,11.6617,0,0,0,11.3232,21.5025,0,10.3775,9.8442,0,0,10.7314,23.1798,0,lcl|c238340_g1_i7|m.24404
lcl|c238365_g3_i1|m.24425,50.9362,113.7019,29.5624,63.5759,101.6816,13.9487,162.5844,132.4258,121.2217,57.7129,0,70.168,57.6158,0,78.6028,62.8512,123.7118,59.8066,78.859,77.7904,110.9686,97.893,54.744,84.5691,61.5696,116.9199,68.9002,126.9627,107.0561,88.311,70.5803,43.764,63.0202,55.5142,lcl|c238365_g3_i1|m.24425
lcl|c238372_g5_i2|m.24429,2.4753,2.7627,2.8732,3.7074,1.4118,2.7114,1.3168,0,0,4.2069,5.2086,0,1.3999,0,1.2732,3.6651,2.6719,4.3595,4.5986,1.5121,1.5407,4.0775,1.3301,1.3699,1.496,2.8409,4.0179,2.7421,1.3006,2.861,2.7439,4.2534,4.5937,0,lcl|c238372_g5_i2|m.24429
lcl|c238378_g1_i1|m.24441,86.2919,240.7804,83.4703,90.951,125.7776,152.2873,51.0069,66.4726,126.7678,124.9315,136.1847,89.815,97.6079,89.7768,49.3194,146.7021,56.9236,213.8964,130.6276,169.8577,131.2973,131.6208,128.8093,201.6393,150.6645,93.5359,98.5679,164.6366,166.2518,127.4449,154.1141,126.3148,130.4889,130.6217,lcl|c238378_g1_i1|m.24441
lcl|c238385_g2_i1|m.24454,99.7934,86.63,51.4828,121.789,50.5938,72.875,129.7726,140.9339,93.8254,50.2534,93.3289,109.9776,87.7955,0,91.2577,65.6731,95.7528,104.1529,68.6663,27.0944,124.2331,60.8858,95.3364,98.1845,93.8204,101.8078,83.9927,98.2689,81.5666,76.8967,49.1661,38.1074,150.9055,72.5083,lcl|c238385_g2_i1|m.24454
lcl|c238409_g2_i5|m.24505,41.9732,15.6157,32.4806,34.9258,23.9398,15.3256,7.4431,0,14.7986,23.7787,7.3602,30.8378,23.7387,0,7.1968,6.9055,30.2053,8.2138,8.6643,8.5469,17.4175,15.3652,15.037,15.4862,8.4559,16.0577,7.5702,7.7497,22.0545,24.2571,38.7737,0,17.3103,15.2485,lcl|c238409_g2_i5|m.24505
lcl|c238410_g2_i3|m.24507,0,0,0,0,0,0,0,0,0,0,0,13.2081,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5106,0,0,0,0,0,13.7299,0,0,lcl|c238410_g2_i3|m.24507
lcl|c238476_g3_i5|m.24565,0,0,0,14.4671,0,0,0,0,0,0,0,7.9836,0,0,7.4527,14.3021,7.8198,0,0,0,9.0184,0,0,0,0,33.2572,7.8393,16.0506,0,8.3732,8.0305,16.5979,0,7.8954,lcl|c238476_g3_i5|m.24565
lcl|c238499_g4_i2|m.24591,0,0,2.543,2.1876,2.4991,4.7996,2.331,0,0,0,4.61,4.8288,2.4781,0,0,0,0,2.5723,2.7134,2.6767,2.7273,2.406,0,4.8498,2.6482,5.0288,0,7.281,0,0,0,2.5098,0,2.3877,lcl|c238499_g4_i2|m.24591
lcl|c238537_g2_i7|m.24631,221.8287,226.0582,167.9283,288.9132,132.0228,200.7297,205.2348,167.1647,275.4387,229.4856,213.0964,201.951,163.6425,0,208.3673,190.4132,187.3978,260.4593,310.5831,200.3218,240.1349,201.2474,279.8744,224.1832,233.1631,387.4269,208.7392,224.3758,395.2841,156.0684,235.2119,364.6134,298.3205,199.7197,lcl|c238537_g2_i7|m.24631
lcl|c176627_g1_i2|m.576,0,0,0,0,0,0,0,0,30.0356,25.7396,53.7779,0,0,0,0,0,0,0,0,0,7.0702,0,0,0,0,19.5545,0,0,0,0,0,0,0,0,lcl|c176627_g1_i2|m.576
lcl|c211660_g1_i1|m.2486,0,0,0,0,0,4.7109,9.1516,9.9387,0,4.8729,4.5249,9.4792,14.594,0,17.6977,12.7361,4.6424,0,0,0,32.1236,4.7231,4.6222,4.7603,5.1985,29.6156,0,0,9.039,0,4.7674,0,10.6419,4.6872,lcl|c211660_g1_i1|m.2486
lcl|c238545_g4_i3|m.24636,0,0,0,0,0,5.5106,0,5.8129,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5248,5.4068,0,0,5.7738,0,5.5731,0,5.8147,0,5.7632,12.4484,0,lcl|c238545_g4_i3|m.24636
lcl|c238560_g5_i2|m.24666,22.2267,41.3461,25.7999,7.3979,8.4515,32.4625,47.2973,34.2434,23.5097,33.5784,15.5902,24.495,16.761,0,38.1105,14.6272,15.9951,43.4957,45.8816,18.104,9.2234,8.1366,23.8883,65.6051,35.8223,17.0065,24.0524,32.8308,46.7154,17.127,16.426,0,0,0,lcl|c238560_g5_i2|m.24666
lcl|c238572_g3_i3|m.24677,29.9075,89.0143,75.2168,89.5896,142.1499,70.9807,47.7312,51.8364,36.9061,90.3639,52.444,76.9058,67.6589,0,76.9202,59.0455,48.4254,46.821,49.3894,103.5303,117.9011,71.1638,53.5721,110.345,72.302,171.6255,59.3343,38.6539,89.0497,109.466,77.3577,68.5234,98.6738,103.2191,lcl|c238572_g3_i3|m.24677
lcl|c238581_g1_i1|m.24692,66.3152,132.4493,153.9523,118.4936,99.5354,126.1658,133.6883,185.5159,73.8348,118.639,84.4606,134.6264,122.3873,0,111.3119,196.3865,150.703,143.4333,164.2698,85.2863,112.9714,91.9936,123.7893,169.9833,135.0049,176.2561,135.971,108.2641,117.372,137.1626,185.7153,159.9368,107.9575,129.335,lcl|c238581_g1_i1|m.24692
lcl|c238591_g4_i10|m.24704,0,4.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4481,0,0,0,4.7575,0,9.4306,0,0,lcl|c238591_g4_i10|m.24704
lcl|c238657_g1_i1|m.24764,2.4076,4.0308,1.3973,0,2.7464,2.6373,1.2808,0,1.2733,2.7279,3.7997,1.3267,1.3617,0,1.2384,1.1883,1.2995,2.8269,1.491,0,0,2.6441,1.2938,1.3325,0,1.3816,1.3027,0,1.2651,1.3914,1.3345,2.7581,2.9788,1.312,lcl|c238657_g1_i1|m.24764
lcl|c238662_g3_i1|m.24774,13.198,0,0,0,7.5276,0,0,0,62.8193,37.3849,27.772,0,0,0,0,0,0,30.9929,0,8.0625,0,7.2471,7.0923,0,15.9533,0,7.1411,21.9315,214.9791,15.2548,14.6304,15.1195,0,43.1527,lcl|c238662_g3_i1|m.24774
lcl|c238663_g1_i2|m.24780,3.8352,0,4.4517,11.4885,8.7497,4.201,8.1611,4.4315,4.0566,8.6909,8.0702,4.2266,4.3381,0,3.9456,3.7859,16.5596,4.5031,14.2503,0,4.7744,0,24.7314,4.245,9.2717,17.6068,0,8.4974,12.091,0,0,17.5742,4.7451,0,lcl|c238663_g1_i2|m.24780
lcl|c238664_g1_i2|m.24781,0,0,0,3.8476,4.3956,12.6627,0,0,0,0,8.1084,4.2466,4.3586,0,0,3.8038,4.1595,9.0487,4.7726,9.4158,0,4.2318,4.1414,0,0,4.4225,0,12.8063,4.0494,0,4.2715,4.4143,4.7675,8.3993,lcl|c238664_g1_i2|m.24781
lcl|c238677_g1_i1|m.24810,0,38.0592,0,6.8098,23.3388,14.9409,21.7686,0,14.4271,7.7273,0,15.0318,0,0,14.0323,6.7322,0,32.0303,16.8936,0,0,7.4897,0,30.1948,0,23.4818,7.3801,37.776,21.5008,7.8827,15.1201,7.8128,8.4379,29.7315,lcl|c238677_g1_i1|m.24810
lcl|c211725_g14_i3|m.2532,0,0,0,0,0,0,0,0,0,0,10.362,5.4269,0,0,0,0,0,0,0,6.0164,0,0,0,0,0,0,0,0,0,0,0,5.6413,0,5.3669,lcl|c211725_g14_i3|m.2532
lcl|c238692_g2_i2|m.24838,0,0,0,0,2.1721,0,2.026,0,0,0,2.0034,4.197,0,0,0,0,0,0,0,0,0,0,4.093,2.1076,2.3017,0,0,2.1095,0,4.4018,0,0,0,0,lcl|c238692_g2_i2|m.24838
lcl|c238733_g2_i2|m.24867,324.5166,189.3316,42.8053,0,0,0,133.4026,136.354,85.812,50.1397,116.3972,8.1281,8.3426,0,265.5661,182.0126,342.3378,0,54.8088,9.011,91.8163,16.1995,0,73.4718,329.8572,59.2535,534.7407,73.5349,0,0,8.1758,0,0,0,lcl|c238733_g2_i2|m.24867
lcl|c238738_g2_i3|m.24871,0,5.3823,5.5976,0,5.501,0,10.2617,0,0,0,5.0737,0,0,0,0,9.5207,0,0,0,5.8918,6.0034,5.296,0,5.3377,5.8291,0,5.2185,10.6846,0,22.2955,5.3457,11.0489,5.9664,15.7673,lcl|c238738_g2_i3|m.24871
lcl|c238756_g1_i5|m.24891,5.3529,2.9872,24.8538,10.6899,12.2123,8.7953,14.2384,12.3704,11.3238,12.1301,11.2638,14.748,21.192,0,5.5069,10.5681,5.7782,21.9978,9.9448,9.81,16.6596,11.7573,11.5061,5.9249,19.4111,21.5025,8.6889,11.86,22.5011,12.3742,11.8677,30.6611,0,8.751,lcl|c238756_g1_i5|m.24891
lcl|c238756_g1_i5|m.24892,6.8199,11.4178,27.707,17.0245,7.7796,11.2057,0,3.9401,7.2136,3.8636,7.1754,11.2739,15.4285,0,14.0323,13.4644,0,12.0114,21.1171,24.9971,8.4901,14.9794,14.6595,7.5487,12.3654,19.5682,0,7.5552,17.9173,11.8241,18.9002,11.7192,4.2189,3.7164,lcl|c238756_g1_i5|m.24892
lcl|c238814_g3_i2|m.24928,6.8486,11.4657,3.9748,6.8384,0,3.7509,7.2867,3.9567,3.6219,7.7597,0,7.5475,3.8733,51.3011,0,6.7605,3.6963,4.0206,4.2412,0,4.2629,3.7606,11.0408,3.7902,0,3.9301,3.7056,7.5869,3.5985,3.9579,7.5918,7.8456,8.4733,0,lcl|c238814_g3_i2|m.24928
lcl|c238826_g2_i1|m.24957,12.5381,9.3294,14.5538,20.866,4.7675,13.7341,4.4468,4.8292,8.8412,18.9417,8.7945,9.2118,9.4549,0,12.8989,53.633,40.6029,9.8144,10.3528,5.1062,31.2175,13.7696,4.4918,18.504,35.3631,57.5606,13.568,18.5199,8.7841,48.3069,13.8989,19.1514,15.5127,13.665,lcl|c238826_g2_i1|m.24957
lcl|c238833_g1_i2|m.24965,3.9514,3.3077,3.44,14.7959,9.0149,2.1642,2.1021,0,8.359,3.3578,7.2754,3.266,5.587,0,0,3.9006,1.0663,1.1599,0,4.8277,4.9191,4.3395,15.9255,3.2803,4.7763,9.0701,0,0,9.3431,7.9926,5.4753,14.7118,3.6666,1.0766,lcl|c238833_g1_i2|m.24965
lcl|c238858_g2_i1|m.25014,0,3.7052,0,0,3.7868,7.2727,3.532,0,0,0,0,0,3.755,0,0,0,3.5834,0,0,4.0559,4.1327,3.6457,0,0,0,0,0,0,0,3.837,0,0,4.1072,0,lcl|c238858_g2_i1|m.25014
lcl|c211774_g2_i1|m.2538,41.4396,77.086,48.1015,82.7565,78.7848,90.785,205.7566,79.8046,87.6632,93.9057,58.1328,76.1144,15.6246,0,71.0534,68.1776,59.6426,113.5311,102.6503,16.8766,68.7844,121.3588,74.2291,137.604,116.8779,47.5606,74.7392,183.6296,130.6447,111.7608,122.4987,63.297,85.4511,45.1641,lcl|c211774_g2_i1|m.2538
lcl|c238903_g3_i2|m.25053,51.136,67.7752,81.6154,63.8253,80.206,38.5094,47.6064,96.0159,40.5657,72.424,47.0762,24.6551,36.1511,11.9702,52.6074,37.8586,27.5993,67.5462,55.4178,50.7621,23.8722,49.1384,34.3491,31.8378,84.9902,77.0296,41.5023,49.568,70.5311,29.5524,42.5142,80.5486,35.5879,59.2152,lcl|c238903_g3_i2|m.25053
lcl|c239007_g1_i1|m.25175,41.2648,0,95.7971,41.2036,31.3809,67.8014,0,7.9468,14.5489,0,14.4719,0,7.7793,0,7.0754,6.789,37.1193,8.0751,17.0362,25.208,59.9324,45.3175,7.3916,30.4496,24.9396,31.5733,7.4424,30.4758,7.2274,15.8985,38.1193,126.0599,17.0181,29.9824,lcl|c239007_g1_i1|m.25175
lcl|c239029_g3_i1|m.25195,0,0,0,5.0861,0,0,0,0,0,0,5.3591,0,5.7616,0,0,0,0,0,0,0,0,0,5.4744,0,12.3139,0,0,0,0,0,0,5.8352,6.302,0,lcl|c239029_g3_i1|m.25195
lcl|c239101_g4_i2|m.25293,0,0,9.604,0,9.4382,0,17.6064,0,8.7515,0,0,9.1183,0,0,0,0,0,9.7148,0,0,0,0,0,0,0,0,0,9.1659,8.6949,0,9.1719,9.4785,0,9.0175,lcl|c239101_g4_i2|m.25293
lcl|c239132_g4_i1|m.25330,19.5205,21.7872,11.3293,282.6274,133.6039,64.1475,186.9234,124.0556,30.9708,22.1175,82.1518,10.7563,22.0803,36.5558,40.1643,0,63.214,0,24.1771,0,60.7527,21.4376,377.635,118.8356,70.7866,44.8076,0,21.625,328.2199,157.9374,216.3899,44.7249,24.1515,53.1873,lcl|c239132_g4_i1|m.25330
lcl|c239139_g1_i2|m.25341,25.898,0,24.4249,42.022,51.6991,33.6875,17.2218,20.5733,32.5291,27.5096,30.654,49.9468,27.4633,0,18.3172,33.5539,29.7029,26.6071,14.0333,17.7983,32.2406,33.7744,15.6567,39.4152,45.0002,20.4349,28.0254,17.9314,15.3089,39.2883,30.503,22.2514,40.0526,14.1128,lcl|c239139_g1_i2|m.25341
lcl|c239139_g1_i7|m.25343,0,17.042,0,9.5289,0,0,0,0,38.3569,32.4382,0,16.8272,0,0,37.3072,0,20.6025,0,0,0,0,0,4.1026,0,0,0,0,0,0,0,0,0,0,0,lcl|c239139_g1_i7|m.25343
lcl|c239148_g1_i1|m.25358,4.766,5.3194,5.5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5959,5.9029,5.8229,5.9332,5.234,0,5.2753,17.2827,0,0,0,0,0,0,5.4598,0,5.1943,lcl|c239148_g1_i1|m.25358
lcl|c239269_g3_i1|m.25540,0,5.5464,0,4.962,5.6687,0,0,0,5.2562,0,0,0,5.6211,0,0,0,0,17.5044,0,0,6.1864,0,0,0,6.0068,5.7034,0,5.5052,5.2222,5.7438,5.5087,5.6929,0,5.416,lcl|c239269_g3_i1|m.25540
lcl|c239272_g3_i1|m.25542,4.6704,0,0,4.6635,0,0,0,0,0,5.2917,0,0,0,0,0,0,0,0,0,0,17.4425,0,0,5.1695,0,5.3602,0,0,9.816,0,5.1772,0,5.7784,0,lcl|c239272_g3_i1|m.25542
lcl|c211861_g1_i1|m.2554,43.1777,72.2873,37.5893,32.3353,61.5669,47.2964,68.91,49.8911,45.67,36.6916,68.1424,47.5841,36.6299,121.2879,33.3151,42.6223,58.2602,76.0454,80.2168,65.9416,94.0661,71.1275,23.2027,71.6877,78.2872,86.722,46.7244,71.7493,79.4059,49.9064,35.8978,86.5618,26.7106,35.2938,lcl|c211861_g1_i1|m.2554
lcl|c239275_g1_i1|m.25549,5.1156,2.1411,5.938,5.108,5.106,3.5022,0.6804,0,3.3818,5.7962,6.055,4.933,3.6165,0,0.6579,5.0498,1.3805,0.7508,5.544,1.5625,8.7566,5.618,1.3745,0,3.0918,10.2746,2.0759,4.2504,14.1118,8.8692,11.3416,14.6509,3.9558,2.0908,lcl|c239275_g1_i1|m.25549
lcl|c239283_g1_i2|m.25559,0,0,0,3.5381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0593,0,0,lcl|c239283_g1_i2|m.25559
lcl|c239343_g4_i4|m.25612,7.8458,2.1892,6.8303,7.8341,2.2375,4.2971,4.1738,0,2.0747,4.4448,4.1274,8.6465,11.0933,0,2.0179,13.5535,6.3518,2.303,4.8587,7.1893,9.7672,12.9245,2.1081,2.171,14.2255,15.7582,4.2451,4.3458,2.0612,2.2671,2.1743,11.235,4.8535,6.4132,lcl|c239343_g4_i4|m.25612
lcl|c239381_g2_i1|m.25706,10.338,3.8462,8,10.3227,27.5164,18.8736,3.6665,3.9818,18.2245,31.2357,7.2512,7.5954,11.6937,0,3.5452,10.205,22.3187,20.2305,12.8042,12.6307,17.1597,7.5689,7.4072,11.4428,12.4962,35.5951,26.1034,34.3578,14.4854,11.9491,11.46,7.8954,12.7906,26.29,lcl|c239381_g2_i1|m.25706
lcl|c239392_g1_i1|m.25726,1.8212,0,2.114,1.8185,0,1.9949,1.9377,0,1.9263,2.0635,1.9161,2.007,2.06,0,1.8736,3.5955,1.9659,0,0,2.2251,2.2672,2,3.9147,0,2.2014,4.1804,0,0,0,2.105,2.0188,0,2.2532,1.9849,lcl|c239392_g1_i1|m.25726
lcl|c239398_g2_i1|m.25730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.347,0,0,0,0,0,4.0502,0,0,0,0,0,0,3.6042,0,0,3.6065,0,0,0,lcl|c239398_g2_i1|m.25730
lcl|c239406_g1_i2|m.25742,55.3381,39.3044,40.8764,40.1863,40.1705,44.0849,74.936,58.1293,101.1012,51.3004,58.2225,88.7062,34.1427,0,0,9.932,5.4304,64.975,68.5392,43.0248,31.3139,33.1489,97.3226,55.6834,12.1619,46.1906,27.2198,66.8775,63.4407,34.8883,5.5767,69.1579,37.3453,93.209,lcl|c239406_g1_i2|m.25742
lcl|c239409_g1_i2|m.25747,347.7245,751.9484,570.1204,434.0118,1046.1781,1409.3056,911.051,788.5123,583.8756,901.2447,749.9909,910.1257,1116.0565,3255.907,192.28,1201.38,811.6962,1709.6699,979.7861,1184.2399,687.2021,1427.2607,1172.5426,1169.0832,646.2349,244.4405,743.1672,1564.9325,292.3346,552.6306,1353.9369,438.1843,376.4407,677.4213,lcl|c239409_g1_i2|m.25747
lcl|c239444_g1_i9|m.25795,0,0,2.7701,4.7659,2.7223,5.2282,7.6174,2.7575,0,2.704,10.0434,5.26,2.6994,0,4.9103,7.0673,2.5761,2.8021,2.9558,2.9157,5.9418,0,2.5649,0,2.8847,5.4779,2.5825,0,2.5079,5.5167,0,2.7339,2.9526,2.601,lcl|c239444_g1_i9|m.25795
lcl|c239464_g2_i1|m.25827,5.2579,0,0,0,5.9978,0,5.5943,0,0,0,0,0,0,0,0,0,0,0,6.5122,0,6.5456,0,0,5.8198,0,0,0,0,11.051,0,0,0,6.5053,0,lcl|c239464_g2_i1|m.25827
lcl|c211914_g5_i4|m.2567,5.3267,5.9452,0,5.3188,6.0762,0,5.6674,0,0,0,0,0,18.0755,0,0,0,0,6.2543,0,6.508,19.8935,5.8498,0,0,0,12.2269,11.5284,0,0,0,5.9048,6.1022,6.5903,17.4162,lcl|c211914_g5_i4|m.2567
lcl|c239483_g1_i2|m.25864,0,0,0,0,0,0,6.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3455,0,0,3.647,3.9388,0,lcl|c239483_g1_i2|m.25864
lcl|c239496_g4_i3|m.25878,0,0,0,5.1833,0,0,0,0,0,0,0,0,0,0,0,5.1242,0,0,0,0,0,0,5.579,0,12.5492,5.9577,0,0,0,0,0,0,6.4224,0,lcl|c239496_g4_i3|m.25878
lcl|c239497_g2_i3|m.25879,0,3.7203,0,3.3283,0,0,0,0,0,0,3.507,0,0,0,0,0,0,0,0,0,4.1496,3.6606,0,3.6894,0,3.8256,0,11.0779,3.5029,0,7.39,0,0,0,lcl|c239497_g2_i3|m.25879
lcl|c239561_g1_i2|m.25969,4.4172,4.9302,10.2547,8.8214,5.0388,4.8386,4.6998,5.104,14.0166,10.0098,0,0,0,0,4.5443,8.7208,4.7682,0,5.471,5.3968,0,9.7021,4.7474,4.8893,10.6787,10.1394,9.5601,4.8935,4.642,5.1056,9.7933,5.0603,0,4.8142,lcl|c239561_g1_i2|m.25969
lcl|c239587_g1_i1|m.26015,0,0,8.9562,1.9261,0,0,2.0523,0,0,0,4.059,2.1258,0,0,0,0,0,0,0,2.3567,0,0,0,0,2.3316,0,0,2.1369,0,0,0,0,2.3866,0,lcl|c239587_g1_i1|m.26015
lcl|c239610_g1_i3|m.26053,31.7819,25.3375,15.8105,4.5335,10.3583,19.8935,19.3229,15.7386,4.8023,15.433,14.3308,5.0036,20.5427,0,4.6709,17.9275,0,15.9928,11.2467,16.6415,22.6088,14.9586,4.8797,5.0255,10.9762,41.6873,24.5661,30.1787,4.7713,10.4956,20.1321,20.8052,22.4696,34.6384,lcl|c239610_g1_i3|m.26053
