,10BT2_43,10NBT0_22,10NBT2_90,13BT2_71,13NBT0_112,13NBT2_101,20NBT0_73,20NBT2_123,21BT2_40,21NBT0_35,21NBT2_26,25NBT0_102,25NBT0_32,25NBT2_109,26BT2_127,26NBT0_81,26NBT2_49,28NBT0_120,28NBT2_24,55BT2_96,55NBT0_19,55NBT2_79,5BT2_110,5NBT0_39,5NBT2_66,66BT2_17,66NBT0_129,66NBT2_119,73BT2_21,73NBT0_91,73NBT2_108,74BT2_88,74NBT0_64,74NBT2_42,protein
lcl|c234955_g3_i8|m.20446,78.3948,514.051,204.7447,81.5403,223.5657,382.8494,79.9346,33.9689,51.8249,133.237,151.2152,197.9891,192.1296,12.2341,16.8022,151.5483,66.9934,356.682,404.5671,411.0577,191.1214,222.4101,10.5319,480.8632,169.7792,37.4893,183.8076,322.0572,78.9512,151.0195,177.4267,44.9041,76.7861,188.6815,lcl|c234955_g3_i8|m.20446
lcl|c235052_g1_i4|m.20524,10.0615,5.6149,0,0,0,0,5.3526,5.8129,0,5.7,0,11.0883,0,0,5.1755,0,0,0,6.2308,6.1464,0,0,0,11.1367,0,11.5476,0,5.5731,0,5.8147,0,5.7632,0,5.4829,lcl|c235052_g1_i4|m.20524
lcl|c223297_g2_i1|m.9009,0,6.1048,25.3959,0,0,0,5.8196,6.3201,0,6.1974,0,0,0,0,0,0,0,12.8444,20.3234,6.6827,0,0,0,12.1083,0,0,0,0,0,6.322,0,6.266,0,5.9613,lcl|c223297_g2_i1|m.9009
lcl|c235089_g1_i3|m.20552,18.5977,13.344,16.9616,13.2644,24.2454,11.641,14.1339,13.8146,19.6712,18.0617,2.7953,20.4957,7.5131,0,13.6663,17.0472,15.7735,14.0377,8.2265,11.3611,16.5374,21.8832,15.7049,13.2333,17.663,33.5418,5.7501,16.1879,16.7521,19.9605,23.5613,24.349,14.792,31.8517,lcl|c235089_g1_i3|m.20552
lcl|c229776_g6_i2|m.14612,0,0,2.4256,2.0866,0,4.578,0,0,0,0,0,0,0,0,0,0,2.2557,0,0,2.5531,0,0,0,0,0,0,0,0,2.196,0,0,0,2.5854,0,lcl|c229776_g6_i2|m.14612
lcl|c215423_g1_i1|m.4014,0,0,4.9789,0,4.893,0,0,4.9563,0,0,9.0259,0,9.7037,0,0,0,0,0,0,0,5.3398,0,0,0,0,0,9.2834,14.2555,0,0,4.7549,0,0,0,lcl|c215423_g1_i1|m.4014
lcl|c235253_g1_i1|m.20757,20.5457,22.9315,15.8991,6.8384,19.5307,15.0037,80.1537,27.6969,14.4877,11.6396,7.2055,22.6424,19.3667,0,21.1369,40.5628,14.7854,8.0412,38.1704,8.3674,29.8403,26.3242,0,30.3217,53.8088,35.3707,3.7056,22.7608,3.5985,19.7896,0,31.3826,4.2367,0,lcl|c235253_g1_i1|m.20757
lcl|c235276_g3_i3|m.20780,0,31.4746,32.7334,22.5266,19.3009,37.0679,24.0032,13.0338,17.8966,12.7807,29.6699,18.6467,25.5184,0,11.6046,16.7023,24.3523,26.4887,27.9417,20.6723,28.085,18.5818,12.1232,12.4854,34.087,32.3654,30.5164,31.2403,11.854,13.0378,12.5042,12.9222,6.978,30.7345,lcl|c235276_g3_i3|m.20780
lcl|c235384_g3_i4|m.20872,3.8533,4.3008,11.182,1.9238,4.3956,4.2209,8.1997,2.2262,4.0757,0,2.0271,2.1233,0,0,3.9642,0,2.0797,2.2622,2.3863,2.3539,2.3985,0,6.2121,2.1326,2.3289,2.2113,8.3397,6.4032,8.0988,2.2269,4.2715,2.2072,4.7675,6.2995,lcl|c235384_g3_i4|m.20872
lcl|c235446_g2_i1|m.20934,15.3192,0,0,0,0,0,9.7795,0,16.2034,3.4715,6.4471,0,3.4656,0,9.456,3.0244,26.458,0,0,0,3.8142,0,6.5857,0,0,0,9.9465,0,0,0,0,0,18.9534,0,lcl|c235446_g2_i1|m.20934
lcl|c235506_g6_i4|m.20981,187.3515,261.3836,130.4822,196.4277,128.229,61.5668,239.2047,184.0093,89.1746,63.6832,49.2793,185.8242,127.1521,0,221.654,101.7178,101.1182,54.9945,69.6134,171.6754,221.5728,174.8892,322.1713,103.6862,90.5852,247.2789,182.4668,93.3978,423.3023,238.2028,145.3792,53.657,266.5682,91.8856,lcl|c235506_g6_i4|m.20981
lcl|c235529_g1_i1|m.21016,0,0,0,12.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2106,32.3212,0,0,0,0,0,0,13.9038,0,0,0,0,lcl|c235529_g1_i1|m.21016
lcl|c217263_g3_i1|m.5056,5.8006,0,6.7331,0,0,0,0,0,0,0,0,0,6.5612,0,0,0,0,0,0,0,7.2211,0,0,0,0,0,0,0,0,0,0,0,0,0,lcl|c217263_g3_i1|m.5056
lcl|c234134_g6_i1|m.19522,0,0,0,0,0,0,0,0,0,0,0,0,7.064,0,0,6.1647,0,0,0,0,7.7745,0,0,0,0,0,0,0,0,0,0,0,0,0,lcl|c234134_g6_i1|m.19522
lcl|c235530_g1_i2|m.21019,4.3466,4.8513,5.0453,0,0,0,0,0,4.5974,9.8497,0,9.5803,4.9165,0,0,4.2906,0,0,0,5.3105,10.8221,4.7734,4.6715,0,0,0,9.4072,0,4.5677,0,4.8183,0,5.3777,4.7372,lcl|c235530_g1_i2|m.21019
lcl|c235548_g1_i1|m.21054,0,3.6168,3.7614,3.2357,7.3929,0,31.03,0,3.4275,0,10.2281,10.7135,3.6654,0,20.0023,9.5964,20.9876,0,4.0135,7.9182,12.1022,3.5587,0,0,7.8339,11.1574,0,7.1797,0,3.7455,3.5922,0,8.0185,7.0634,lcl|c235548_g1_i1|m.21054
lcl|c235627_g4_i3|m.21149,0,0,7.7382,0,0,0,0,3.8515,0,0,3.507,0,0,0,0,0,0,0,0,0,4.1496,0,0,3.6894,0,0,0,3.6926,0,0,0,0,0,0,lcl|c235627_g4_i3|m.21149
lcl|c235682_g1_i2|m.21209,0,0,0,2.3588,0,0,0,0,0,8.0296,0,0,0,0,0,0,0,0,5.8516,2.8861,0,0,5.0777,0,2.8554,0,0,0,4.9649,0,2.6186,0,0,0,lcl|c235682_g1_i2|m.21209
lcl|c215430_g1_i6|m.4026,0,0,0,11.6253,0,19.1297,6.1937,13.4528,12.3146,6.5958,12.2494,12.8307,6.5847,0,0,0,0,6.835,14.4199,0,7.2469,6.393,12.5129,6.4434,21.1096,0,0,0,18.3525,0,0,0,7.2023,0,lcl|c215430_g1_i6|m.4026
lcl|c235710_g2_i3|m.21243,0,2.7481,0,2.4585,5.6173,0,0,0,0,0,2.5905,0,0,0,2.533,0,0,0,0,0,3.0652,0,0,2.7253,2.9762,0,7.9933,0,2.5875,0,2.7294,2.8206,0,2.6835,lcl|c235710_g2_i3|m.21243
lcl|c235710_g2_i1|m.21242,0,0,0,2.4511,5.6004,0,0,0,0,0,2.5827,5.4105,0,0,2.5254,0,0,0,0,0,3.0559,0,0,2.7171,0,0,0,0,0,0,0,2.8121,6.0742,2.6754,lcl|c235710_g2_i1|m.21242
lcl|c235735_g2_i4|m.21279,235.5651,220.5127,198.4607,303.5047,333.7243,174.7981,137.4451,118.535,212.9935,344.394,215.8638,305.6642,240.6702,14.2304,128.9893,191.2787,209.1662,223.0547,225.8786,259.9542,217.5768,196.1119,175.589,189.2455,339.8529,235.475,119.2344,134.6903,243.5589,289.8412,210.5892,261.1556,267.9461,186.3414,lcl|c235735_g2_i4|m.21279
lcl|c235859_g3_i3|m.21393,0,0,0,0,0,0,21.588,7.8149,0,0,0,14.9071,0,0,0,0,0,0,0,41.3161,8.4197,44.5654,0,0,0,15.5246,0,0,0,0,0,0,0,0,lcl|c235859_g3_i3|m.21393
lcl|c235877_g4_i2|m.21429,6.1277,6.8392,0,0,6.9899,13.4243,6.5197,7.0804,0,6.9429,0,0,6.9312,0,12.608,0,6.6145,21.5843,0,7.4866,15.2567,20.1885,6.5857,13.565,0,21.0983,6.631,33.9416,12.8789,0,6.7927,0,0,0,lcl|c235877_g4_i2|m.21429
lcl|c236044_g2_i2|m.21614,0,0,0,5.102,0,0,0,0,0,5.7894,0,0,0,19.1374,0,5.0439,0,0,0,0,6.3609,0,0,0,0,17.593,0,0,5.3696,0,0,0,0,5.5688,lcl|c236044_g2_i2|m.21614
lcl|c236087_g2_i1|m.21666,3.4243,34.3972,39.7477,68.3842,50.7798,78.7693,87.4404,106.8309,137.6336,112.5159,93.672,37.7374,34.86,0,10.5684,50.7035,33.267,28.1443,38.1704,33.4695,63.9435,37.6059,0,15.1608,16.5565,31.4406,44.4667,30.3478,28.7882,106.8637,87.306,101.9933,118.6263,78.373,lcl|c236087_g2_i1|m.21666
lcl|c236114_g1_i1|m.21718,9.4399,7.0241,10.9575,6.284,7.1788,17.234,20.0877,14.5435,6.6565,7.1306,9.932,10.4033,3.5593,0,6.4744,3.1062,6.7933,14.7785,19.4864,3.8445,7.8345,13.8227,6.7637,13.9316,3.8035,18.0571,3.4051,13.9436,33.0675,7.274,13.9526,10.8143,3.8931,13.7178,lcl|c236114_g1_i1|m.21718
lcl|c236138_g1_i3|m.21749,9.588,21.4027,11.1294,0,21.8744,10.5026,10.2014,0,10.1414,0,0,0,0,0,0,18.9293,0,11.2577,23.7505,0,23.8722,10.5297,0,10.6126,23.1792,11.0042,20.7511,10.6217,10.0759,33.2465,10.6286,0,11.8626,0,lcl|c236138_g1_i3|m.21749
lcl|c236174_g2_i1|m.21787,9.3541,13.0504,10.8579,14.0104,2.6676,10.2464,9.9526,8.1064,9.8941,7.949,12.3021,10.3088,10.5808,0,7.2175,11.5423,15.146,10.9831,8.6892,14.2858,8.7337,7.7046,5.0267,7.7653,22.6138,16.1037,10.1225,15.544,9.8301,13.5148,15.554,16.074,17.3599,17.841,lcl|c236174_g2_i1|m.21787
lcl|c236195_g2_i4|m.21823,11.7545,13.1194,4.5481,11.7371,13.4086,0,0,0,4.1443,4.4395,0,8.6361,17.7279,0,20.1546,0,0,0,0,0,0,0,0,4.3369,0,0,0,0,0,0,0,49.3747,24.2385,34.1626,lcl|c236195_g2_i4|m.21823
lcl|c236195_g4_i1|m.21828,15.0574,37.8131,21.8475,30.0701,21.4702,41.2341,4.0052,0,3.9816,4.2652,0,45.6335,38.3218,0,0,0,0,0,0,0,0,0,0,4.1666,0,0,0,0,0,0,0,0,0,0,lcl|c236195_g4_i1|m.21828
lcl|c236195_g2_i1|m.21821,11.0882,12.3757,4.2902,11.0717,12.6484,0,0,0,3.9094,4.1878,0,8.1465,16.723,0,7.6048,0,15.9588,13.0191,0,0,18.4049,0,0,4.091,8.9353,0,0,0,0,0,0,0,0,0,lcl|c236195_g2_i1|m.21821
lcl|c215434_g3_i1|m.4032,3.2534,0,0,0,0,0,0,0,0,7.3725,0,0,0,0,0,3.2116,0,0,0,0,0,0,0,0,0,0,0,7.2083,0,0,0,0,4.0252,0,lcl|c215434_g3_i1|m.4032
lcl|c236210_g3_i1|m.21846,24.9483,0,19.306,41.519,18.9727,18.2188,0,0,8.7961,18.845,0,9.1648,9.4067,0,0,16.4183,8.9768,19.5287,20.5999,20.3208,31.0583,18.2657,0,18.4096,40.2087,9.5445,17.9984,0,17.4785,0,18.4373,19.0537,61.7341,9.0635,lcl|c236210_g3_i1|m.21846
lcl|c236213_g2_i1|m.21849,2.2596,4.2034,0.8743,3.0084,4.296,1.6501,2.4042,0.8703,3.9835,3.4137,6.3398,0.8301,3.408,0,3.0996,2.9741,1.6261,0.8844,1.8658,3.681,0.9377,1.6544,1.619,9.1708,4.5523,0.8645,4.8905,3.3377,3.9577,0.8706,0,6.0401,3.7276,4.1046,lcl|c236213_g2_i1|m.21849
lcl|c236234_g4_i10|m.21877,8.9191,4.9774,5.1764,4.4529,12.7177,2.4425,11.8621,7.7294,4.7169,5.0528,2.346,9.8293,5.0443,0,4.5879,13.2065,2.4069,5.2361,0,19.0698,11.1034,12.2438,7.1894,0,8.0858,17.9139,2.4129,2.4702,7.0297,10.309,7.4153,10.2176,5.5175,14.581,lcl|c236234_g4_i10|m.21877
lcl|c236239_g1_i2|m.21882,11.0756,6.1808,8.5707,9.216,14.7398,12.1321,7.8561,12.7977,5.8574,12.5491,5.8264,8.1373,8.352,0,9.4952,9.1109,7.9704,28.1761,6.8589,6.7659,11.49,16.2178,7.9357,18.3888,37.9319,57.202,13.9829,14.3147,5.8196,14.9352,12.2776,8.4587,11.4193,4.0237,lcl|c236239_g1_i2|m.21882
lcl|c236250_g3_i7|m.21896,59.4062,62.1605,51.7173,51.9035,50.8243,65.0729,67.1571,77.2232,62.8352,54.6892,23.4385,45.0098,62.9968,13.9062,26.7381,29.321,24.0473,117.7058,105.768,40.8267,23.1109,36.6979,31.9236,61.6449,49.3679,46.8745,56.2502,78.1507,105.3491,85.83,57.6218,72.3086,45.9373,72.8387,lcl|c236250_g3_i7|m.21896
lcl|c236256_g2_i1|m.21902,34.7621,21.5549,26.9004,26.9972,30.8418,38.0781,28.7669,8.926,28.5979,30.6343,28.4465,34.0531,26.2138,28.9328,15.8944,30.5022,12.508,36.2808,19.1355,23.5952,57.7007,33.9345,33.2096,17.1009,56.0254,97.5256,37.6176,34.2311,32.472,26.7863,34.2532,35.3983,23.8939,42.0961,lcl|c236256_g2_i1|m.21902
lcl|c236356_g1_i1|m.22029,0,0,0,6.9405,7.9289,7.6138,0,8.0315,11.028,3.9378,3.6565,7.6601,0,0,0,0,0,20.4031,8.6089,4.2461,4.3265,0,0,0,12.6027,7.9775,0,15.4004,3.6522,8.034,11.5577,7.9627,8.5998,3.7877,lcl|c236356_g1_i1|m.22029
lcl|c236360_g3_i2|m.22033,74.089,16.5385,17.1999,14.7959,33.8058,16.2313,31.5315,17.1217,15.6731,50.3676,62.3607,32.66,16.761,0,0,43.8816,15.9951,17.3983,0,36.2079,55.3402,65.0925,31.851,114.809,35.8223,34.0131,96.2098,98.4923,15.5718,51.3809,65.7038,33.9502,73.3326,96.8975,lcl|c236360_g3_i2|m.22033
lcl|c236395_g1_i2|m.22070,0,0,0,0,0,0,0,0,0,5.3686,0,0,0,0,0,0,0,5.5634,0,0,0,0,0,0,11.4548,0,0,0,4.9794,0,0,16.2843,0,0,lcl|c236395_g1_i2|m.22070
lcl|c236444_g1_i2|m.22121,0,7.3061,0,0,7.4672,7.1704,6.9648,0,6.9239,7.4169,6.8872,0,7.4044,0,0,0,0,7.686,16.2152,7.9977,0,0,0,7.2455,0,7.5129,7.0837,14.5035,13.7582,0,7.2564,0,0,7.1344,lcl|c236444_g1_i2|m.22121
lcl|c215455_g1_i1|m.4036,47.1086,63.0947,65.6182,75.2622,85.9802,123.8454,70.1713,87.0931,89.69,85.4018,49.5641,31.1497,74.6008,0,48.4642,74.4042,50.8514,154.8748,93.3545,115.1118,35.1874,41.3883,20.2521,93.857,68.3316,64.8804,71.3695,135.6878,99.0114,65.3399,83.554,75.554,34.9708,71.8797,lcl|c215455_g1_i1|m.4036
lcl|c236445_g2_i1|m.22123,6.1277,6.8392,10.6691,0,0,6.7122,0,3.5402,6.4814,10.4144,0,0,3.4656,0,0,0,0,3.5974,7.5894,3.7433,0,3.3647,3.2929,3.3912,3.7034,3.5164,0,0,6.4395,3.5413,3.3963,7.0198,0,0,lcl|c236445_g2_i1|m.22123
lcl|c236445_g2_i3|m.22125,0,0,0,0,0,6.9608,0,3.6713,0,0,0,0,3.594,0,0,0,0,3.7306,0,3.8819,0,0,0,3.5168,0,3.6466,0,0,6.678,0,3.5221,0,0,0,lcl|c236445_g2_i3|m.22125
lcl|c236486_g1_i1|m.22162,4.7694,3.9925,11.0724,10.7154,0,16.9793,5.0746,6.8888,5.0447,9.457,3.7635,0,0,0,0,5.8851,5.1484,5.6,20.6752,5.8272,4.4531,7.8568,0,2.6396,5.7651,8.2109,1.2903,5.2837,5.0121,2.7564,7.9306,12.2936,1.4752,9.0967,lcl|c236486_g1_i1|m.22162
lcl|c236516_g4_i3|m.22202,24.6963,4.594,4.7778,12.3299,14.0858,4.5087,30.6557,19.0241,47.8901,0,0,4.5361,9.3116,0,21.1725,4.0631,8.8861,0,0,0,5.1241,0,30.9663,0,4.9753,51.9644,4.4542,13.6795,30.2785,4.7575,0,14.1459,0,4.486,lcl|c236516_g4_i3|m.22202
lcl|c236542_g2_i1|m.22226,0,0,0,0,0,0,0,0,1.6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6079,0,0,0,0,0,0,0,0,lcl|c236542_g2_i1|m.22226
lcl|c236683_g3_i1|m.22390,3.9562,0,4.5922,0,4.5129,4.3336,4.2093,0,4.1846,13.4477,4.1624,4.36,0,0,0,0,0,18.5807,9.8,4.8336,0,8.6895,0,13.1369,14.3463,36.3246,4.2812,8.7655,12.4726,0,21.9279,9.0644,19.5791,8.6236,lcl|c236683_g3_i1|m.22390
lcl|c236700_g2_i2|m.22413,0,3.9463,4.1041,0,0,0,0,0,0,0,0,0,0,0,3.6374,0,0,0,0,0,4.4016,0,0,3.9135,4.2738,0,0,0,3.7156,4.0867,0,0,0,0,lcl|c236700_g2_i2|m.22413
lcl|c236793_g3_i9|m.22532,7.5636,2.1105,6.5847,5.6643,0,8.2851,2.0119,15.2943,0,6.4274,1.9895,2.0839,6.4166,0,0,7.4663,2.0411,6.6606,7.026,9.241,7.062,2.0766,0,6.2789,9.1426,6.5106,8.1849,2.0948,0,2.1856,10.4806,2.1662,0,6.1826,lcl|c236793_g3_i9|m.22532
lcl|c236859_g1_i3|m.22625,3.1619,3.5291,3.6702,3.1572,1.8034,3.4635,6.7284,5.4803,3.3444,3.5826,8.3168,3.4846,3.5765,0,4.8793,4.6818,8.5328,9.2813,1.9581,1.9316,0,5.2087,6.7965,8.7495,5.733,5.4434,5.1324,7.0056,3.3228,7.3093,5.2576,7.2445,5.868,3.4461,lcl|c236859_g1_i3|m.22625
lcl|c236867_g1_i1|m.22637,0,27.3568,0,12.2372,13.9799,26.8487,0,0,25.9254,13.8858,12.8941,0,13.8624,0,12.608,12.0977,0,14.3895,30.3577,29.9464,45.7701,26.9179,0,27.1299,59.255,14.0656,0,0,12.8789,28.3303,27.1708,0,45.4883,13.3568,lcl|c236867_g1_i1|m.22637
lcl|c236892_g3_i5|m.22669,10.5159,23.4739,0,0,0,0,0,0,11.1229,23.8298,0,11.589,0,0,0,0,0,37.0415,26.0489,12.848,13.0912,11.5487,0,11.6396,12.7111,0,11.3797,11.6496,0,0,11.6571,48.1874,13.0106,22.922,lcl|c236892_g3_i5|m.22669
lcl|c236892_g3_i6|m.22670,9.9388,16.6393,0,0,0,0,21.1492,0,10.5125,16.8916,5.2284,16.4296,0,0,0,9.8109,0,52.5131,6.1548,12.1429,12.3728,27.2872,0,22.0017,12.0136,5.7034,21.5103,11.0103,10.4445,11.4876,11.0174,17.0786,18.4449,32.4961,lcl|c236892_g3_i6|m.22670
lcl|c215465_g1_i1|m.4044,313.8429,163.8437,252.6574,353.8139,265.6173,604.3874,193.8895,309.9989,358.7292,200.7405,319.55,290.0858,354.9992,530.8544,395.7807,184.8841,229.4944,160.4747,206.8946,358.7057,233.1621,333.5483,288.3408,235.3227,281.4612,261.4358,399.8782,493.4809,244.6997,210.63,213.2314,202.9633,212.9379,237.2284,lcl|c215465_g1_i1|m.4044
lcl|c236909_g3_i2|m.22685,4008.4904,5255.5533,4540.7819,5871.2147,6845.0566,5581.1466,7849.0149,5468.8043,6014.9912,5554.1191,6338.8462,7171.8972,5148.7188,13837.6046,8284.9331,6948.458,4587.6216,3416.5046,4904.912,7154.414,5892.0217,5635.3195,6721.747,6668.6387,4801.5192,4863.8679,7068.4504,4066.1494,2372.6806,5693.7699,5674.8639,3250.42,6811.7844,4210.8552,lcl|c236909_g3_i2|m.22685
lcl|c235901_g3_i2|m.21452,154.4599,303.9611,207.6002,219.1705,347.7533,235.9806,333.0075,328.7712,232.1653,230.2759,235.2132,241.8959,234.4863,487.1681,234.175,276.8588,258.8727,176.5859,236.6163,258.2409,298.5518,227.6613,192.2182,287.9427,280.0574,261.2475,347.4909,202.6337,222.1214,352.3631,207.2702,186.2606,352.0331,225.9331,lcl|c235901_g3_i2|m.21452
lcl|c184118_g1_i1|m.691,0,25.989,13.5142,0,0,12.7531,0,0,0,0,12.2494,0,0,0,0,0,12.5676,0,0,0,14.4939,0,37.5387,0,0,13.3623,0,0,0,13.4569,12.9061,0,72.0231,12.689,lcl|c184118_g1_i1|m.691
lcl|c236955_g1_i6|m.22720,3.468,3.8707,8.051,0,0,3.7988,0,0,0,3.9294,10.9463,0,3.9228,0,0,3.4234,3.7435,0,0,0,4.3173,3.8086,0,3.8386,0,7.9605,0,0,0,0,3.8444,7.9458,0,0,lcl|c236955_g1_i6|m.22720
lcl|c237004_g1_i4|m.22774,0,0,0,0,0,0,1.1546,0,0,0,0,0,1.2275,48.7736,0,1.0712,0,0,0,0,1.351,0,2.3326,0,0,0,0,2.4044,0,0,2.4059,0,0,0,lcl|c237004_g1_i4|m.22774
lcl|c237191_g2_i2|m.23009,0,0,3.1428,0,0,0,0,0,0,0,0,5.9678,0,0,0,0,0,3.1791,0,0,3.3707,2.9735,0,0,3.2728,0,0,2.9995,0,3.1295,0,0,0,0,lcl|c237191_g2_i2|m.23009
lcl|c237237_g1_i5|m.23062,38.4165,18.3761,63.7034,27.3997,31.3017,48.0926,46.7134,31.7069,34.8291,43.5276,63.5155,30.2408,12.4155,41.1099,11.292,37.9223,41.4687,51.5504,47.5809,53.6413,20.4964,24.1083,5.8983,42.5218,59.7039,62.9872,29.6944,48.6382,17.302,12.6867,42.5858,62.8708,20.3702,41.8693,lcl|c237237_g1_i5|m.23062
lcl|c237311_g4_i1|m.23148,7.1489,0,0,0,0,0,0,0,7.5616,0,0,0,24.2593,0,7.3547,14.114,30.8677,0,8.8543,8.7344,17.7995,15.7021,38.4168,0,0,8.2049,0,0,7.5127,33.0521,0,0,0,38.9573,lcl|c237311_g4_i1|m.23148
lcl|c237328_g3_i1|m.23165,0,5.7208,0,15.3542,11.6938,11.2292,5.4536,5.9226,5.4215,0,0,11.2975,5.7978,0,5.2731,10.1194,0,12.0365,0,0,6.3809,5.6291,11.0177,17.0202,12.3914,11.7655,16.6401,17.0348,5.3865,0,5.6819,0,0,5.5863,lcl|c237328_g3_i1|m.23165
lcl|c237401_g6_i1|m.23232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2414,0,0,0,0,5.9767,0,5.769,0,0,0,0,3.2215,0,lcl|c237401_g6_i1|m.23232
lcl|c237504_g2_i2|m.23334,0,0,0,0,0,0,0,0,0,17.9738,0,8.7411,0,0,0,0,0,0,0,0,0,0,0,17.5585,19.175,0,0,0,16.6705,41.2548,17.585,0,0,0,lcl|c237504_g2_i2|m.23334
lcl|c237535_g3_i3|m.23359,4.8081,10.7329,11.1622,4.801,16.4542,0,10.2315,5.5557,0,16.3435,0,5.2988,5.4387,0,4.9465,4.7463,0,11.2909,11.9103,5.8744,11.9713,15.8411,0,10.6439,17.4356,0,10.4062,5.3265,10.1056,5.5574,5.33,0,0,5.2403,lcl|c237535_g3_i3|m.23359
lcl|c191891_g1_i1|m.849,0,0,0,0,0,0,0,0,0,0,0,37.9166,58.3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcl|c191891_g1_i1|m.849
lcl|c215551_g6_i1|m.4083,35.4339,39.5485,13.7101,35.3814,40.42,25.8759,0,0,24.9861,26.7654,12.4269,39.05,26.7204,0,12.1512,11.6594,25.4994,55.4727,0,28.8614,29.4078,25.9426,38.0828,65.3674,14.277,54.2237,38.3445,26.1694,12.4123,27.3039,26.1863,13.5309,0,25.7457,lcl|c215551_g6_i1|m.4083
lcl|c237550_g1_i1|m.23390,13.9551,6.2302,29.1574,13.9345,25.4702,48.9161,26.7262,48.3747,14.7606,53.76,38.1746,27.6827,31.5703,0,11.4853,55.1024,39.166,36.0478,55.3093,37.5099,27.7964,45.9771,17.998,46.3392,64.0999,38.4394,18.1217,37.1032,32.2635,45.1636,49.5029,44.7631,37.9848,39.5444,lcl|c237550_g1_i1|m.23390
lcl|c237576_g2_i7|m.23440,0,0,11.3067,6.4842,3.7038,0,0,0,0,0,3.4162,0,0,0,6.6807,6.4103,0,0,0,0,8.0842,0,3.4897,0,0,0,0,0,3.4121,0,0,7.4393,12.0517,0,lcl|c237576_g2_i7|m.23440
lcl|c237578_g2_i2|m.23441,8.9805,6.6822,5.2121,5.9781,5.1221,8.1976,9.555,5.1884,9.4989,5.0876,7.8738,11.5465,5.0791,0,4.6195,10.3425,4.847,5.2722,7.4152,3.6574,7.4532,11.5062,4.8259,6.6268,7.2368,6.8713,4.8591,6.6325,3.1458,8.65,4.9776,10.2879,14.8147,6.5251,lcl|c237578_g2_i2|m.23441
lcl|c237593_g3_i1|m.23463,33.1292,0,46.1462,6.616,7.5582,7.2579,14.0995,15.3121,7.0083,0,6.9712,7.302,7.4947,0,20.4495,13.0812,42.9136,0,0,0,16.4971,7.2766,14.2423,0,0,7.6045,0,7.3402,0,0,0,7.5905,8.1978,7.2214,lcl|c237593_g3_i1|m.23463
lcl|c237593_g3_i5|m.23465,0,0,0,6.616,7.5582,7.2579,0,0,0,0,6.9712,7.302,7.4947,0,0,13.0812,0,0,0,0,16.4971,7.2766,14.2423,0,0,7.6045,0,7.3402,0,15.3168,0,7.5905,8.1978,7.2214,lcl|c237593_g3_i5|m.23465
lcl|c237596_g1_i10|m.23471,0,0,0,0,0,0,0,0,0,0,0,0,1.6074,5.3224,1.462,0,1.534,0,0,0,0,0,0,0,0,3.2619,3.0756,0,0,0,0,0,0,0,lcl|c237596_g1_i10|m.23471
lcl|c237602_g1_i1|m.23479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.905,0,0,0,0,10.112,0,0,0,10.1836,0,0,0,0,lcl|c237602_g1_i1|m.23479
lcl|c237609_g2_i1|m.23487,21.6247,39.2205,40.7892,18.8935,33.918,32.5702,40.2641,24.9869,31.4502,30.6271,31.2838,29.7894,24.4604,0,19.466,24.0148,17.507,50.781,33.4791,36.328,10.0952,26.7171,23.2412,23.9355,35.9411,21.7165,23.4009,47.9122,39.7688,24.9946,35.9573,34.0628,13.3774,32.4063,lcl|c237609_g2_i1|m.23487
lcl|c237612_g2_i4|m.23492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3695,0,0,0,0,0,6.5239,12.3889,0,0,5.6718,6.2383,0,6.183,0,0,lcl|c237612_g2_i4|m.23492
lcl|c237638_g1_i15|m.23528,0,2.1352,0,0,0,0,0,0,0,2.1676,0,0,0,0,1.9681,1.8885,4.1302,0,2.3695,0,0,2.101,0,0,0,2.1957,2.0702,0,4.0209,4.4225,0,6.5749,0,2.085,lcl|c237638_g1_i15|m.23528
lcl|c237658_g3_i4|m.23566,0,0,6.3703,5.4799,0,0,0,6.3414,0,0,0,0,0,0,5.646,5.4175,5.9241,0,0,6.7052,0,0,0,0,0,0,47.511,0,0,0,0,0,0,11.9627,lcl|c237658_g3_i4|m.23566
lcl|c237658_g3_i3|m.23565,4.7799,5.335,0,4.7729,0,0,5.0857,5.5231,0,0,0,15.8032,10.8135,0,4.9175,4.7184,5.1597,0,0,5.84,5.9506,10.4988,0,0,0,38.4018,0,26.4764,0,0,0,0,5.9139,10.4191,lcl|c237658_g3_i3|m.23565
lcl|c215606_g3_i1|m.4107,92.7619,59.162,61.5282,66.1603,75.5822,101.6103,42.2984,61.2484,56.0664,60.059,55.7697,73.0204,74.9474,0,13.633,52.3249,71.5226,31.1189,82.0646,97.1432,131.9766,87.3192,56.9693,117.3425,32.0362,60.8364,71.7011,102.7629,55.704,45.9504,58.7595,136.629,131.164,101.099,lcl|c215606_g3_i1|m.4107
